"marketingCost","zip"
"2.03","46539"
"1.18","46538"
"18","78646"
"3.52","27577"
"4.03","38547"
"3.82","52577"
"1.55","38545"
"1.41","38544"
"3.68","52572"
"2.89","38541"
"1.62","68138"
"2.96","68137"
"3.25","68136"
"3.38","68135"
"2.87","68134"
"18","75092"
"2.11","68132"
"3.08","38549"
"2.1","68130"
"2.19","60443"
"2.05","70115"
"13.63","94118"
"3.27","60440"
"3.53","60447"
"3.03","60446"
"3.69","70112"
"3.18","60444"
"16.21","94112"
"1.85","29505"
"18","94110"
"6.37","94111"
"11.71","94116"
"17.49","94117"
"18","94114"
"17.73","94115"
"4.39","57430"
"3.24","53952"
"18","90608"
"2.57","40741"
"1.78","57434"
"3.64","53956"
"2.04","53955"
"2.29","53954"
"16.52","90602"
"1.92","36801"
"3.01","53959"
"15.48","90601"
"16.6","90606"
"13.52","90607"
"17.47","90604"
"18","90605"
"1.32","65616"
"4.36","54754"
"5.03","54208"
"3.53","58788"
"3.87","54206"
"2.48","54207"
"2.81","54205"
"2.67","54202"
"1.25","58781"
"3.44","54201"
"2.84","83611"
"1.94","62339"
"0.8","62338"
"18","95925"
"1.7","29816"
"2.68","38601"
"2.75","67066"
"2.3","62330"
"3.22","49405"
"13.54","95617"
"3.22","38606"
"2.55","62334"
"2.26","97149"
"2.54","83433"
"1.78","84029"
"0.91","83436"
"4.51","83615"
"2.23","80444"
"2.45","62536"
"3.7","80446"
"0.8","85653"
"2.75","80440"
"2.86","80443"
"3.2","80442"
"2.85","36113"
"2.18","36110"
"1.1","36111"
"2.38","36116"
"0.85","36117"
"15.5","32212"
"12.32","33548"
"5.68","33549"
"1.51","85358"
"12.53","33543"
"13.99","33540"
"9.91","33541"
"8.78","33547"
"2.5","84528"
"3.41","84529"
"18","75671"
"4.47","27828"
"2.55","48079"
"3.62","48074"
"2.13","48075"
"3.3","48076"
"18","75226"
"2.37","27820"
"2.57","48071"
"2.01","48072"
"1.6","48073"
"14.0","95645"
"2.69","29720"
"1.74","80817"
"2.2","85359"
"18","95641"
"18","95640"
"3.03","29727"
"18","95642"
"3.69","67147"
"3.03","29728"
"3.41","23508"
"18","95648"
"2.92","39638"
"2.61","03818"
"1.21","10924"
"1.48","48893"
"10.57","32346"
"2.96","46986"
"1.39","97901"
"1.87","40927"
"3.2","73020"
"1.29","46235"
"1.21","68869"
"2.86","72078"
"2.4","96721"
"3.24","70071"
"3.9","68861"
"3.85","68863"
"2.83","46985"
"1.97","68865"
"16.73","78765"
"2.79","72073"
"2.09","68866"
"18","85002"
"2.21","82642"
"18","92266"
"3.48","42204"
"2.96","50263"
"1.77","36013"
"3.62","80520"
"2.9","31764"
"3.28","31765"
"3.06","42206"
"2.89","31761"
"3.85","70375"
"1.0","31763"
"2.39","39553"
"3.86","39552"
"2.23","86329"
"3.39","31768"
"3.42","39556"
"1.8","46164"
"1.6","80527"
"0.8","37645"
"2.45","37644"
"1.87","68418"
"3.28","37641"
"18","78119"
"2.4","37643"
"0.8","37642"
"18","78114"
"11.86","33155"
"3.73","86324"
"18","78112"
"18","78113"
"4.43","30015"
"1.24","30014"
"1.8","30017"
"0.8","30016"
"1.52","30011"
"4.47","30013"
"3.73","30012"
"2.49","72211"
"18","77436"
"18","76226"
"3.02","72212"
"3.32","30019"
"2.66","72214"
"1.1","72217"
"1.12","72216"
"4.78","68434"
"16.83","92515"
"18","95236"
"17.79","92517"
"2.02","39465"
"2.75","86320"
"13.43","95232"
"18","92513"
"2.63","62090"
"18","77435"
"15.4","92518"
"18","76086"
"1.31","70377"
"2.04","27614"
"0.8","50459"
"2.81","50458"
"2.82","50325"
"2.41","50456"
"0.87","50455"
"4.07","50321"
"1.9","50320"
"1.21","50451"
"1.86","50322"
"1.54","28090"
"2.6","47250"
"1.1","28092"
"1.59","28093"
"3.36","02865"
"3.56","27611"
"3.32","28097"
"2.34","28098"
"2.37","66541"
"0.92","66542"
"1.59","66544"
"1.74","66546"
"1.67","66547"
"1.86","61019"
"4.48","48464"
"18","79371"
"2.89","61012"
"2.49","61011"
"1.48","61010"
"2.43","61016"
"3.75","61015"
"2.73","61014"
"18","77249"
"8.39","77245"
"0.91","48460"
"18","77240"
"18","77243"
"18","75169"
"2.88","61420"
"1.56","70051"
"18","92341"
"3.37","49449"
"3.85","28678"
"2.48","31534"
"1.86","28675"
"1.57","28676"
"4.31","28677"
"3.57","28670"
"2.7","28671"
"4.35","28673"
"18","79838"
"0.95","28369"
"1.97","61421"
"0.92","39730"
"2.89","55031"
"18","77069"
"18","77068"
"2.23","73038"
"2.94","35640"
"2.88","35646"
"1.95","35645"
"18","77061"
"14.3","77060"
"7.2","77063"
"18","77062"
"11.05","77065"
"12.92","77064"
"0.8","73034"
"18","77066"
"16.17","79087"
"2.16","46186"
"4.16","48063"
"18","77022"
"12.51","33153"
"1.97","65046"
"1.55","65047"
"2.11","65041"
"2.71","65042"
"2.24","65043"
"1.67","83872"
"3.22","49670"
"0.8","65049"
"10.06","32266"
"15.59","79718"
"1.62","01915"
"15.05","79086"
"2.9","56649"
"3.2","48062"
"4.53","56319"
"3.09","56316"
"2.14","52362"
"2.45","56314"
"2.69","56315"
"3.71","56312"
"1.08","71366"
"3.12","56310"
"2.8","56311"
"1.44","72127"
"2.82","42541"
"18","77442"
"18","79714"
"18","78235"
"18","90853"
"1.57","72125"
"1.62","53526"
"18","78234"
"2.21","74569"
"3.04","29102"
"8.23","78237"
"3.95","81502"
"3.23","11791"
"16.67","90310"
"1.7","55944"
"18","79710"
"1.68","61277"
"17.9","95722"
"2.41","61275"
"1.46","55945"
"2.61","27217"
"1.73","61272"
"0.99","27215"
"2.53","27214"
"3.09","42410"
"17.64","94942"
"1.97","61279"
"2.95","61278"
"2.12","60050"
"1.67","60051"
"2.46","60053"
"2.73","55067"
"2.71","39442"
"3.8","60056"
"2.47","54757"
"3.27","71368"
"5.87","33259"
"7.52","32344"
"1.88","71833"
"3.89","62237"
"2.51","11426"
"1.66","72704"
"2.79","51433"
"18","76880"
"3.18","36345"
"3.61","36344"
"3.03","85325"
"1.92","74563"
"10.72","34230"
"3.41","36340"
"5.24","42372"
"18","76882"
"3.29","42376"
"1.73","42378"
"1.94","80634"
"1.47","80632"
"1.98","80633"
"1.71","80631"
"14.13","75791"
"18","75790"
"13.85","75792"
"4.78","98145"
"2.95","98144"
"2.23","98411"
"1.97","98146"
"3.62","98148"
"1.97","80640"
"2.0","73654"
"1.81","07090"
"3.77","36904"
"2.99","73655"
"3.22","67402"
"4.02","70769"
"1.99","88112"
"2.84","70560"
"2.1","70563"
"0.8","70562"
"0.96","54527"
"1.13","53098"
"13.32","33406"
"2.37","53092"
"14.69","95437"
"3.31","53090"
"3.08","53091"
"18","95432"
"0.8","53097"
"2.22","53094"
"2.74","53095"
"3.36","56473"
"8.14","33156"
"0.81","59027"
"3.29","30736"
"3.61","88114"
"1.64","49266"
"2.02","54830"
"3.66","49676"
"2.71","52146"
"3.35","52144"
"8.8","33401"
"3.25","11704"
"3.36","97496"
"3.04","97497"
"18","78701"
"2.29","54832"
"3.55","97493"
"3.33","97491"
"2.05","72744"
"1.92","53541"
"2.77","53542"
"1.96","53235"
"1.71","53544"
"3.84","53545"
"2.43","53546"
"1.49","53547"
"1.76","70301"
"3.8","53549"
"1.81","87022"
"1.66","49267"
"2.48","57769"
"8.69","32105"
"4.92","63501"
"1.16","54656"
"2.71","35661"
"3.23","53588"
"2.72","54651"
"2.63","38858"
"2.03","54650"
"18","75135"
"3.5","37349"
"18","75137"
"1.2","71418"
"3.44","65774"
"18","75132"
"3.28","37341"
"3.72","37342"
"2.36","37343"
"1.15","64746"
"3.38","37347"
"3.92","64681"
"5.2","45342"
"2.05","63870"
"2.19","41314"
"3.71","30177"
"18","76823"
"1.93","84737"
"2.89","64741"
"13.67","95942"
"2.63","30739"
"0.8","40049"
"2.82","40048"
"18","95943"
"1.61","40045"
"1.31","40047"
"2.74","56368"
"2.23","40041"
"15.79","95940"
"4.64","30173"
"2.27","66732"
"14.66","92261"
"2.26","71968"
"2.72","74120"
"1.29","71964"
"1.74","54308"
"1.98","59832"
"3.47","71960"
"18","77284"
"2.24","55092"
"1.49","68301"
"2.02","97293"
"2.47","52333"
"2.18","68305"
"2.4","68654"
"18","79168"
"14.31","96110"
"3.53","68658"
"0.8","79546"
"3.78","42041"
"4.83","13131"
"2.07","52336"
"15.5","77221"
"2.47","54534"
"2.69","13139"
"3.46","61281"
"1.56","48707"
"18","78565"
"18","78566"
"3.61","71134"
"18","78560"
"18","78563"
"18","78569"
"7.47","33982"
"2.75","28461"
"12.71","33972"
"11.18","33971"
"3.39","28462"
"1.83","54017"
"4.53","54016"
"11.84","33975"
"3.37","28466"
"4.38","28469"
"1.02","28468"
"2.11","52561"
"0.81","52043"
"18","94912"
"1.65","06854"
"18","79741"
"12.28","91436"
"3.25","38018"
"16.27","94914"
"18","94915"
"2.7","38015"
"3.03","38017"
"2.59","38011"
"3.52","38012"
"2.91","67554"
"4.47","57544"
"2.64","67557"
"2.56","67550"
"3.22","62021"
"1.15","67552"
"2.3","57017"
"0.8","53061"
"1.8","54011"
"2.7","31539"
"1.45","89025"
"2.46","31029"
"1.81","31028"
"3.9","66935"
"2.83","89021"
"2.9","49847"
"2.94","31023"
"1.07","31022"
"2.33","31021"
"3.22","31020"
"3.55","31535"
"3.13","89029"
"1.91","31537"
"2.33","53066"
"1.08","62865"
"2.62","38352"
"18","92885"
"3.42","53065"
"2.77","54944"
"15.96","76255"
"1.71","57543"
"3.59","56538"
"1.21","48633"
"17.17","91202"
"18","78589"
"1.9","39201"
"4.56","62264"
"1.87","31790"
"3.19","49841"
"1.62","72386"
"0.8","67330"
"2.79","67880"
"1.5","67333"
"2.35","67335"
"0.89","67336"
"1.88","67337"
"3.94","64859"
"4.02","38355"
"2.88","48630"
"2.73","66062"
"3.19","66061"
"2.81","66060"
"1.59","66067"
"1.72","66066"
"2.77","66064"
"18","78583"
"2.42","28288"
"18","78582"
"2.48","72686"
"1.95","27025"
"3.38","48876"
"1.51","27027"
"4.13","27020"
"4.23","27021"
"1.89","48872"
"3.74","27023"
"1.92","23222"
"0.83","47060"
"9.88","78580"
"1.79","27028"
"2.79","48879"
"2.73","48631"
"3.03","65085"
"3.61","61488"
"2.97","61489"
"1.83","59221"
"1.23","87418"
"2.62","59226"
"1.15","87413"
"1.33","87412"
"3.5","87410"
"1.18","87417"
"2.79","61485"
"0.92","87415"
"4.07","35077"
"1.48","35070"
"2.32","35071"
"2.99","35073"
"18","92165"
"1.9","73626"
"3.31","28441"
"18","92166"
"3.86","35078"
"2.49","50849"
"18","92163"
"3.26","73620"
"0.8","62692"
"0.8","74079"
"2.93","74076"
"1.84","74075"
"3.06","74074"
"0.97","74073"
"1.95","74072"
"4.12","74071"
"2.51","74070"
"5.22","34705"
"3.96","72538"
"3.44","72534"
"2.62","30455"
"3.65","72536"
"1.88","72530"
"14.14","91031"
"3.4","98629"
"2.89","31631"
"18","96090"
"3.19","98620"
"18","75959"
"3.45","98624"
"2.09","02135"
"3.17","98626"
"0.8","50156"
"17.99","92708"
"1.87","39059"
"1.92","50150"
"0.8","50151"
"18","92701"
"2.14","73950"
"14.35","92703"
"2.66","39051"
"18","92705"
"18","92704"
"4.62","50158"
"18","92706"
"6.21","32703"
"9.71","32702"
"8.29","32701"
"4.54","32707"
"13.76","92283"
"2.45","32709"
"6.19","32708"
"2.79","52569"
"1.35","96667"
"1.63","97335"
"2.95","97391"
"2.47","97390"
"2.77","06355"
"1.62","97392"
"2.55","97394"
"1.78","97396"
"1.68","33476"
"2.71","87102"
"4.05","71070"
"18","77476"
"18","77477"
"18","77474"
"1.63","81157"
"3.43","81152"
"18","77471"
"2.28","27824"
"2.54","65779"
"3.17","80249"
"18","77478"
"18","77479"
"2.34","46772"
"2.23","97707"
"2.89","40392"
"1.24","71071"
"3.8","49738"
"5.23","46774"
"16.85","77289"
"0.81","65565"
"1.5","30711"
"2.98","46226"
"3.1","49058"
"4.2","49509"
"3.04","49508"
"0.8","49507"
"2.17","49506"
"1.37","49505"
"2.4","49504"
"2.14","49503"
"1.66","49050"
"1.81","49053"
"2.97","46732"
"1.86","85363"
"2.47","50674"
"3.67","85362"
"13.21","32948"
"2.01","89133"
"1.95","85361"
"2.8","98082"
"3.74","98083"
"1.62","84414"
"5.04","45429"
"0.8","71238"
"3.38","39215"
"4.73","45420"
"3.61","20814"
"3.23","56531"
"5.37","45424"
"2.75","64446"
"3.67","80246"
"3.14","57232"
"1.29","57231"
"1.66","57237"
"3.51","57234"
"1.77","57239"
"2.16","97535"
"2.79","54805"
"1.67","97537"
"3.37","97536"
"5.16","27827"
"1.24","97530"
"1.14","97533"
"1.55","97532"
"1.89","46550"
"1.21","46553"
"3.84","57779"
"3.5","97539"
"4.19","63552"
"0.8","58011"
"0.8","46556"
"2.78","38833"
"15.52","94131"
"16.75","94132"
"18","94133"
"18","94134"
"3.32","38835"
"1.01","38834"
"3.88","52554"
"3.09","52556"
"1.56","52557"
"2.12","52551"
"2.04","46244"
"2.67","63555"
"2.12","60429"
"11.15","90621"
"15.72","90622"
"18","90623"
"2.04","36750"
"3.38","85545"
"2.0","36752"
"1.38","70175"
"1.58","60421"
"2.84","60420"
"3.29","60423"
"2.16","70179"
"1.71","60425"
"0.8","60424"
"3.64","60426"
"3.88","53939"
"3.71","62823"
"1.88","74957"
"3.65","62822"
"2.26","53930"
"1.94","36280"
"2.72","53932"
"1.69","53934"
"2.3","53937"
"2.47","62351"
"4.2","62353"
"1.46","62355"
"1.7","62354"
"1.02","96760"
"1.67","73041"
"2.01","62358"
"2.38","58421"
"3.43","28146"
"2.86","99579"
"2.74","62824"
"1.62","88232"
"1.88","36134"
"2.88","99611"
"2.88","01776"
"0.83","70059"
"2.88","80461"
"1.52","49728"
"1.98","80466"
"1.94","80465"
"3.35","38781"
"13.55","33083"
"2.99","80468"
"18","79404"
"2.41","27596"
"1.5","27597"
"1.81","41051"
"2.22","41502"
"3.58","41501"
"4.03","84624"
"3.02","56594"
"18","76272"
"2.02","41059"
"3.37","84501"
"4.05","99025"
"4.05","99027"
"0.92","99026"
"2.15","99021"
"3.79","99752"
"2.39","54025"
"1.56","70791"
"2.93","48012"
"2.17","54949"
"2.82","59762"
"1.13","48017"
"0.8","27844"
"2.07","48015"
"18","95663"
"12.48","95662"
"16.88","95661"
"18","95660"
"6.85","95667"
"18","95666"
"1.83","40906"
"18","95664"
"3.22","29706"
"9.55","95669"
"0.86","29704"
"4.69","29702"
"3.26","49726"
"2.54","37087"
"3.44","37086"
"11.99","33706"
"8.81","33707"
"0.8","54220"
"6.62","33701"
"11.71","33702"
"12.87","33703"
"2.3","71225"
"18","78357"
"5.72","71227"
"18","78355"
"12.87","33708"
"11.39","33709"
"2.0","71223"
"3.89","71222"
"9.37","34280"
"9.47","34281"
"9.96","34282"
"2.39","72058"
"10.71","34284"
"8.66","34285"
"18","76028"
"13.03","34287"
"13.89","79081"
"16.19","79080"
"15.4","79083"
"18","76022"
"18","76023"
"18","76020"
"18","76021"
"1.07","39531"
"2.8","39530"
"3.72","39533"
"3.28","39532"
"0.8","39534"
"1.66","59501"
"1.75","80930"
"3.27","31702"
"14.85","77025"
"3.33","31701"
"2.4","31706"
"4.76","31707"
"2.4","73077"
"2.1","31709"
"3.31","73074"
"1.6","37663"
"3.41","37662"
"1.74","37660"
"9.75","33565"
"9.26","33566"
"2.29","37664"
"7.57","33568"
"2.29","73072"
"2.65","37882"
"2.99","37881"
"0.8","37880"
"3.43","30033"
"3.21","30032"
"10.37","76248"
"3.66","30030"
"3.55","96704"
"3.42","30036"
"2.92","30035"
"4.81","30034"
"2.15","30039"
"2.53","30038"
"1.35","34061"
"0.83","38780"
"12.33","76245"
"18","95252"
"16.3","95253"
"18","92570"
"18","92571"
"18","95257"
"17.47","95254"
"15.3","95255"
"3.53","39286"
"5.98","06035"
"3.0","39284"
"1.08","39282"
"2.67","66214"
"3.62","66215"
"2.67","66216"
"1.65","66217"
"3.63","66210"
"2.13","66211"
"2.19","66212"
"2.37","66213"
"3.26","62861"
"3.16","72685"
"2.87","66219"
"2.29","50304"
"2.9","68847"
"18","94188"
"3.2","68516"
"2.09","47037"
"2.48","68510"
"0.97","28078"
"2.41","68512"
"1.71","47905"
"1.56","47904"
"2.37","47906"
"0.97","28072"
"0.8","02842"
"3.75","28070"
"1.57","68848"
"2.88","97144"
"1.23","02382"
"18","77269"
"13.84","77268"
"18","77263"
"3.22","29107"
"18","77261"
"18","77267"
"3.38","64073"
"1.98","42044"
"1.91","59425"
"2.91","48466"
"3.18","48909"
"18","92536"
"2.93","46590"
"4.01","38226"
"18","79556"
"2.66","38224"
"2.68","72946"
"16.47","79553"
"1.07","72940"
"3.33","72943"
"1.7","38221"
"2.3","28612"
"2.63","28613"
"2.29","28610"
"2.29","72949"
"2.12","31906"
"2.31","38229"
"1.73","73010"
"18","92397"
"18","77045"
"1.57","73013"
"17.43","77043"
"18","77042"
"14.02","77041"
"18","77040"
"2.09","73018"
"2.93","97148"
"18","77049"
"18","92399"
"16.52","32692"
"1.8","54854"
"0.84","71294"
"2.91","97544"
"4.08","81505"
"18","79605"
"2.36","35621"
"2.43","35620"
"2.1","64071"
"1.55","31903"
"1.9","32934"
"9.14","32935"
"9.74","32937"
"1.45","19010"
"9.78","32931"
"1.3","19012"
"15.23","93625"
"18","93624"
"18","93627"
"2.9","27889"
"18","93621"
"14.42","93620"
"18","93623"
"11.21","93622"
"1.52","61071"
"3.72","65023"
"2.1","61073"
"1.68","61072"
"2.39","65026"
"3.03","61074"
"2.16","65024"
"2.82","70052"
"2.11","27884"
"3.62","56045"
"1.18","56628"
"2.6","56629"
"3.91","64779"
"2.11","64778"
"2.31","27882"
"2.25","56621"
"1.67","56626"
"2.33","64770"
"0.84","64772"
"1.88","10472"
"0.8","27880"
"2.84","55313"
"4.0","98821"
"0.8","27881"
"1.24","71032"
"2.35","54028"
"17.11","92532"
"18","95626"
"11.6","95625"
"3.49","85638"
"0.96","27278"
"18","95624"
"2.9","97813"
"1.02","65790"
"1.91","65791"
"2.55","65793"
"1.13","27533"
"2.96","25526"
"0.94","27559"
"4.01","62230"
"1.44","56756"
"2.35","39657"
"1.98","80614"
"1.87","80615"
"0.82","55311"
"1.78","98047"
"1.32","80612"
"2.24","74531"
"2.14","55424"
"1.48","71034"
"2.87","74538"
"16.35","92530"
"2.18","72668"
"2.25","10458"
"4.2","38128"
"3.23","42355"
"2.37","42420"
"2.06","42351"
"3.39","42350"
"1.04","52301"
"18","75287"
"2.48","56336"
"1.97","52302"
"2.75","56330"
"0.94","56331"
"1.75","97708"
"1.32","98168"
"1.24","98166"
"16.24","95628"
"3.4","97702"
"3.24","56339"
"1.88","97701"
"3.69","99568"
"17.57","95415"
"18","95416"
"18","95410"
"2.19","64442"
"18","95412"
"0.8","57572"
"2.54","70543"
"2.92","70090"
"2.09","70092"
"1.8","70546"
"4.85","99567"
"4.3","31625"
"1.1","31754"
"2.79","31156"
"2.36","63747"
"2.17","57262"
"10.22","91724"
"5.07","48046"
"3.69","61920"
"2.05","56755"
"2.06","61924"
"3.44","38125"
"2.61","61928"
"3.11","57793"
"2.63","53048"
"0.94","38124"
"2.97","97466"
"3.84","71037"
"2.89","72842"
"3.25","81637"
"1.77","31622"
"2.95","30619"
"2.73","47038"
"14.14","32009"
"3.1","72336"
"0.83","83116"
"1.63","53218"
"0.8","53219"
"18","91947"
"3.42","53214"
"3.54","53215"
"1.83","53216"
"1.64","53217"
"1.01","53210"
"2.65","53211"
"3.55","53212"
"3.14","53213"
"2.82","37414"
"2.71","37415"
"2.48","37416"
"18","79415"
"0.8","49262"
"2.89","37411"
"1.95","37412"
"3.55","46941"
"1.75","63561"
"18","91942"
"4.51","48040"
"2.38","63565"
"3.07","41822"
"3.36","49268"
"2.62","49269"
"3.55","55808"
"18","75117"
"18","79410"
"12.32","75115"
"9.65","75114"
"2.14","84759"
"18","75119"
"3.55","72331"
"2.01","10583"
"4.03","52586"
"3.17","41339"
"6.38","77491"
"2.33","29714"
"1.78","48439"
"18","95150"
"2.06","31315"
"18","77492"
"1.41","48240"
"2.59","71944"
"1.08","71945"
"4.36","40069"
"2.37","40068"
"3.51","57770"
"1.29","98580"
"3.9","98829"
"1.93","86444"
"1.02","40067"
"4.01","86442"
"1.73","40065"
"3.22","86440"
"7.27","33036"
"18","91948"
"1.08","37042"
"2.72","97324"
"15.34","77497"
"11.73","33034"
"1.54","58833"
"1.02","97325"
"2.55","89446"
"2.5","54915"
"3.07","98587"
"2.7","37047"
"2.35","67745"
"4.93","97327"
"2.31","89112"
"1.43","37046"
"1.05","70893"
"2.95","89113"
"3.57","70895"
"1.93","29716"
"4.12","89114"
"6.82","33031"
"18","78543"
"6.53","33256"
"1.64","71055"
"0.82","71052"
"1.73","89116"
"11.74","33921"
"3.98","35619"
"10.05","33922"
"9.7","33919"
"7.62","33918"
"3.96","29717"
"3.25","95155"
"2.82","28449"
"2.56","28448"
"11.01","33911"
"3.88","54732"
"2.55","61568"
"11.66","33912"
"3.13","28443"
"8.22","33914"
"14.08","33917"
"6.99","33916"
"18","79768"
"15.7","94939"
"3.27","38039"
"3.14","87062"
"3.1","87060"
"16.36","94930"
"18","94931"
"14.97","79762"
"9.89","79763"
"18","79764"
"18","79765"
"4.16","87068"
"18","75026"
"1.2","71001"
"2.79","67530"
"18","95154"
"0.8","66843"
"1.91","38488"
"3.74","71003"
"1.48","89042"
"1.47","89043"
"1.78","89040"
"2.58","89041"
"3.03","89046"
"1.63","89045"
"2.79","99574"
"2.84","89048"
"1.76","89049"
"2.95","68405"
"3.22","47598"
"18","76690"
"2.89","85939"
"4.38","85936"
"2.79","51559"
"3.03","37912"
"2.34","85933"
"2.28","86446"
"3.17","73749"
"0.8","80934"
"18","75024"
"4.68","43211"
"2.16","29067"
"2.65","40245"
"3.84","29065"
"2.55","40243"
"2.48","29063"
"0.85","40241"
"2.68","29061"
"4.47","29457"
"2.15","51109"
"3.37","56017"
"2.69","29069"
"3.85","47040"
"1.64","47041"
"4.2","47042"
"3.16","47043"
"3.56","47732"
"2.68","38044"
"2.78","47731"
"9.15","92363"
"1.42","66002"
"1.79","97458"
"3.78","66007"
"4.18","66006"
"1.37","27043"
"3.17","27040"
"1.84","27041"
"13.59","34491"
"2.46","48817"
"2.28","27045"
"1.62","27048"
"2.86","48819"
"4.44","56016"
"2.8","48654"
"3.68","59248"
"3.5","36723"
"2.41","96508"
"2.88","10128"
"2.1","12404"
"3.14","31041"
"2.51","31040"
"2.99","35010"
"2.22","35011"
"2.29","31513"
"2.71","38127"
"1.71","31047"
"4.0","31510"
"2.14","31049"
"1.66","56011"
"3.8","47928"
"18","78634"
"1.35","31519"
"15.16","78961"
"0.8","78963"
"18","78962"
"13.47","32548"
"1.14","19465"
"9.8","32544"
"13.4","32547"
"4.27","83210"
"8.62","32541"
"1.96","37625"
"6.81","32542"
"0.95","30678"
"0.8","66449"
"2.04","38126"
"2.62","88314"
"2.92","88317"
"1.24","88316"
"2.54","72556"
"3.05","88310"
"2.21","72554"
"2.79","88312"
"2.25","39071"
"2.85","39072"
"2.77","50021"
"2.11","39074"
"3.1","37621"
"18","92596"
"0.8","56438"
"4.26","39078"
"1.6","50026"
"3.64","56435"
"3.18","80747"
"2.92","56433"
"0.8","56431"
"4.71","27805"
"4.8","27402"
"3.58","09111"
"3.45","53577"
"2.19","61317"
"3.02","50170"
"4.37","50171"
"4.0","55985"
"2.46","50173"
"0.84","87032"
"2.46","62017"
"2.52","27406"
"9.87","32763"
"7.93","32762"
"5.41","32765"
"9.04","32764"
"9.13","32767"
"12.3","32766"
"2.65","64021"
"1.98","62871"
"3.17","64020"
"3.99","87036"
"1.0","22401"
"2.57","81132"
"4.23","81133"
"3.7","81130"
"3.5","46787"
"10.06","77459"
"2.12","81135"
"18","77456"
"18","77450"
"18","77453"
"2.19","28018"
"1.63","89315"
"3.68","71351"
"2.66","49079"
"4.57","49078"
"1.48","68652"
"1.77","80742"
"2.32","80105"
"1.52","49073"
"3.13","49072"
"1.22","49071"
"1.83","49070"
"3.08","99689"
"2.45","49076"
"3.23","65583"
"4.69","46714"
"1.46","56293"
"1.37","56297"
"2.21","56296"
"4.09","37152"
"3.49","71350"
"1.91","36036"
"1.84","63828"
"4.05","62428"
"2.46","68736"
"0.91","98433"
"18","93456"
"11.21","96137"
"18","93454"
"17.48","93455"
"6.4","93452"
"2.29","29554"
"18","96130"
"18","93451"
"3.17","57747"
"2.59","57744"
"0.8","67074"
"2.13","56039"
"15.66","93458"
"2.62","98206"
"2.65","98204"
"1.73","98205"
"2.12","98203"
"2.32","98201"
"1.93","98208"
"3.02","60406"
"5.06","60157"
"2.01","60151"
"1.42","60402"
"0.94","60401"
"1.79","60152"
"1.77","38583"
"2.82","38850"
"1.34","52530"
"2.64","38852"
"1.11","38855"
"0.8","52537"
"2.97","60409"
"2.84","60408"
"2.12","36732"
"2.47","53916"
"2.61","53913"
"3.15","58415"
"3.21","53911"
"3.19","53910"
"3.27","36738"
"2.41","89311"
"3.03","53919"
"3.12","85348"
"2.49","28582"
"3.87","85345"
"2.21","85344"
"3.88","85347"
"2.67","28124"
"1.58","85341"
"4.57","85340"
"2.33","85342"
"1.99","20124"
"1.76","48655"
"2.21","48656"
"2.53","48657"
"2.61","48650"
"3.7","09182"
"2.19","62379"
"2.57","48653"
"4.23","56436"
"4.01","62376"
"0.8","62807"
"3.02","62806"
"4.15","48658"
